"Institusjonskode";"Institusjonsnavn";"Avdelingskode";"Avdelingsnavn";"Årstall";"Semester";"Semesternavn";"Studentkategori";"Kategoritekst";"Antall totalt";"Antall kvinner";"Antall menn"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2021";"1";"Vår";"S";"Studenter";"733";"358";"375"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2018";"1";"Vår";"S";"Studenter";"750";"377";"373"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2000";"3";"Høst";"S";"Studenter";"487";"249";"238"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2008";"3";"Høst";"S";"Studenter";"571";"316";"255"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2011";"3";"Høst";"S";"Studenter";"691";"352";"339"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"1997";"3";"Høst";"S";"Studenter";"446";"225";"221"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2010";"3";"Høst";"S";"Studenter";"677";"364";"313"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2006";"3";"Høst";"S";"Studenter";"563";"316";"247"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"1998";"3";"Høst";"S";"Studenter";"464";"225";"239"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2020";"3";"Høst";"S";"Studenter";"770";"385";"385"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2017";"3";"Høst";"S";"Studenter";"747";"376";"371"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"1999";"3";"Høst";"S";"Studenter";"496";"245";"251"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"1996";"3";"Høst";"S";"Studenter";"472";"229";"243"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"1995";"3";"Høst";"S";"Studenter";"478";"233";"245"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2019";"3";"Høst";"S";"Studenter";"779";"383";"396"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2016";"3";"Høst";"S";"Studenter";"764";"384";"380"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2015";"3";"Høst";"S";"Studenter";"701";"353";"348"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2005";"3";"Høst";"S";"Studenter";"549";"313";"236"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2018";"3";"Høst";"S";"Studenter";"841";"440";"401"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2004";"1";"Vår";"S";"Studenter";"477";"259";"218"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2017";"1";"Vår";"S";"Studenter";"731";"366";"365"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2008";"1";"Vår";"S";"Studenter";"527";"303";"224"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"1999";"1";"Vår";"S";"Studenter";"450";"207";"243"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2013";"1";"Vår";"S";"Studenter";"626";"311";"315"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2014";"1";"Vår";"S";"Studenter";"644";"323";"321"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2005";"1";"Vår";"S";"Studenter";"483";"265";"218"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2002";"1";"Vår";"S";"Studenter";"480";"244";"236"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2022";"1";"Vår";"S";"Studenter";"755";"378";"377"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2019";"1";"Vår";"S";"Studenter";"800";"416";"384"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2010";"1";"Vår";"S";"Studenter";"573";"319";"254"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2015";"1";"Vår";"S";"Studenter";"660";"332";"328"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2006";"1";"Vår";"S";"Studenter";"519";"300";"219"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2020";"1";"Vår";"S";"Studenter";"757";"376";"381"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2011";"1";"Vår";"S";"Studenter";"624";"332";"292"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2009";"1";"Vår";"S";"Studenter";"533";"301";"232"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"1997";"1";"Vår";"S";"Studenter";"467";"225";"242"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2016";"1";"Vår";"S";"Studenter";"681";"346";"335"
"1210";"Norges musikkhøgskole";"110210";"Kirkemusikk-, komposisjon- og musikkpedagogikk-avdelingen (KKM)";"1992";"3";"Høst";"S";"Studenter";"130";"52";"78"
"1210";"Norges musikkhøgskole";"110220";"Vokal- og instrumental-avdelingen (VI)";"1992";"3";"Høst";"S";"Studenter";"196";"87";"109"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2005";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2021";"3";"Høst";"S";"Studenter";"808";"483";"325"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2021";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"1998";"3";"Høst";"S";"Studenter";"377";"179";"198"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2015";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2002";"3";"Høst";"S";"Studenter";"387";"197";"190"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2012";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2001";"3";"Høst";"S";"Studenter";"402";"201";"201"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2011";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2007";"3";"Høst";"S";"Studenter";"493";"226";"267"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2006";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2013";"3";"Høst";"S";"Studenter";"614";"312";"302"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2003";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2004";"3";"Høst";"S";"Studenter";"456";"227";"229"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2010";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2010";"3";"Høst";"S";"Studenter";"584";"265";"319"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2020";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2019";"3";"Høst";"S";"Studenter";"726";"401";"325"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2005";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2008";"3";"Høst";"S";"Studenter";"512";"241";"271"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2013";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2018";"3";"Høst";"S";"Studenter";"670";"366";"304"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"1986";"3";"Høst";"S";"Studenter";"244";"120";"124"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"1991";"3";"Høst";"S";"Studenter";"260";"149";"111"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2000";"3";"Høst";"s";"Studenter";"348";"195";"153"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"1981";"3";"Høst";"S";"Studenter";"221";"81";"140"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"1996";"3";"Høst";"S";"Studenter";"326";"132";"194"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2009";"3";"Høst";"S";"Studenter";"569";"281";"288"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"1987";"3";"Høst";"S";"Studenter";"239";"127";"112"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"1999";"3";"Høst";"S";"Studenter";"403";"199";"204"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2017";"3";"Høst";"S";"Studenter";"666";"382";"284"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2020";"3";"Høst";"S";"Studenter";"797";"471";"326"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2003";"3";"Høst";"S";"Studenter";"434";"217";"217"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2011";"3";"Høst";"S";"Studenter";"565";"297";"268"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"1997";"3";"Høst";"s";"Studenter";"333";"137";"196"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"1993";"3";"Høst";"S";"Studenter";"270";"133";"137"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"1994";"3";"Høst";"S";"Studenter";"290";"149";"141"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"1983";"3";"Høst";"S";"Studenter";"216";"98";"118"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"1992";"3";"Høst";"S";"Studenter";"266";"149";"117"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2016";"1";"Vår";"S";"Studenter";"572";"310";"262"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"1985";"3";"Høst";"S";"Studenter";"225";"108";"117"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"1988";"3";"Høst";"S";"Studenter";"240";"132";"108"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2006";"1";"Vår";"S";"Studenter";"458";"212";"246"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"1982";"1";"Vår";"S";"Studenter";"204";"78";"126"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"1984";"1";"Vår";"S";"Studenter";"205";"94";"111"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2012";"3";"Høst";"S";"Studenter";"618";"307";"311"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2015";"3";"Høst";"S";"Studenter";"659";"351";"308"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2006";"3";"Høst";"S";"Studenter";"448";"209";"239"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"1984";"3";"Høst";"S";"Studenter";"233";"109";"124"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"1999";"1";"Vår";"S";"Studenter";"405";"184";"221"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2018";"1";"Vår";"S";"Studenter";"604";"349";"255"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2005";"1";"Vår";"S";"Studenter";"436";"217";"219"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"1995";"1";"Vår";"S";"Studenter";"251";"121";"130"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2008";"1";"Vår";"S";"Studenter";"487";"225";"262"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2019";"1";"Vår";"S";"Studenter";"648";"354";"294"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"1993";"1";"Vår";"S";"Studenter";"252";"156";"96"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2014";"1";"Vår";"S";"Studenter";"544";"286";"258"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"1981";"1";"Vår";"S";"Studenter";"189";"66";"123"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"1998";"1";"Vår";"S";"Studenter";"370";"162";"208"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2013";"1";"Vår";"S";"Studenter";"501";"256";"245"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2010";"1";"Vår";"S";"Studenter";"519";"250";"269"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2007";"1";"Vår";"S";"Studenter";"422";"198";"224"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2004";"1";"Vår";"S";"Studenter";"405";"204";"201"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2022";"1";"Vår";"S";"Studenter";"721";"434";"287"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"1986";"1";"Vår";"S";"Studenter";"227";"110";"117"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2021";"1";"Vår";"S";"Studenter";"720";"425";"295"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2002";"1";"Vår";"S";"Studenter";"316";"164";"152"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2012";"1";"Vår";"S";"Studenter";"565";"287";"278"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"1983";"1";"Vår";"S";"Studenter";"190";"80";"110"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"1992";"1";"Vår";"S";"Studenter";"238";"139";"99"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"1988";"1";"Vår";"S";"Studenter";"218";"113";"105"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2011";"1";"Vår";"S";"Studenter";"540";"258";"282"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"1994";"1";"Vår";"S";"Studenter";"277";"132";"145"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2003";"1";"Vår";"S";"Studenter";"380";"200";"180"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2015";"1";"Vår";"S";"Studenter";"561";"279";"282"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"1987";"1";"Vår";"S";"Studenter";"227";"119";"108"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2017";"1";"Vår";"S";"Studenter";"585";"326";"259"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2009";"1";"Vår";"S";"Studenter";"507";"246";"261"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"1985";"1";"Vår";"S";"Studenter";"205";"94";"111"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2020";"1";"Vår";"S";"Studenter";"639";"361";"278"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"1982";"3";"Høst";"S";"Studenter";"221";"92";"129"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2014";"3";"Høst";"S";"Studenter";"641";"331";"310"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"1995";"3";"Høst";"S";"Studenter";"295";"138";"157"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2016";"3";"Høst";"S";"Studenter";"634";"353";"281"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2005";"3";"Høst";"S";"Studenter";"459";"218";"241"
"1220";"Arkitektur- og designhøgskolen i Oslo";"110210";"Avdeling for bygg og plan";"1990";"3";"Høst";"S";"Studenter";"127";"71";"56"
"1220";"Arkitektur- og designhøgskolen i Oslo";"110210";"Avdeling for bygg og plan";"1991";"1";"Vår";"S";"Studenter";"121";"59";"62"
"1220";"Arkitektur- og designhøgskolen i Oslo";"110210";"Avdeling for bygg og plan";"1989";"1";"Vår";"S";"Studenter";"126";"75";"51"
"1220";"Arkitektur- og designhøgskolen i Oslo";"110210";"Avdeling for bygg og plan";"1990";"1";"Vår";"S";"Studenter";"129";"78";"51"
"1220";"Arkitektur- og designhøgskolen i Oslo";"110210";"Avdeling for bygg og plan";"1989";"3";"Høst";"S";"Studenter";"126";"75";"51"
"1220";"Arkitektur- og designhøgskolen i Oslo";"110220";"Form, teknologi og historie";"1990";"3";"Høst";"S";"Studenter";"92";"54";"38"
"1220";"Arkitektur- og designhøgskolen i Oslo";"110220";"Form, teknologi og historie";"1989";"3";"Høst";"S";"Studenter";"97";"55";"42"
"1220";"Arkitektur- og designhøgskolen i Oslo";"110220";"Form, teknologi og historie";"1989";"1";"Vår";"S";"Studenter";"64";"32";"32"
"1220";"Arkitektur- og designhøgskolen i Oslo";"110220";"Form, teknologi og historie";"1991";"1";"Vår";"S";"Studenter";"92";"54";"38"
"1220";"Arkitektur- og designhøgskolen i Oslo";"110220";"Form, teknologi og historie";"1990";"1";"Vår";"S";"Studenter";"75";"38";"37"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2013";"3";"Høst";"P";"Personer uten studierett";"3";"0";"0"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"1997";"1";"Vår";"S";"Studenter";"2459";"763";"1696"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2003";"3";"Høst";"P";"Personer uten studierett";"37";"17";"20"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2001";"1";"Vår";"S";"Studenter";"2374";"834";"1540"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2019";"3";"Høst";"P";"Personer uten studierett";"7";"0";"0"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2006";"1";"Vår";"S";"Studenter";"7";"0";"0"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2014";"3";"Høst";"P";"Personer uten studierett";"6";"3";"3"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2013";"1";"Vår";"S";"Studenter";"0";"0";"0"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2010";"3";"Høst";"P";"Personer uten studierett";"4";"0";"0"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"1999";"1";"Vår";"S";"Studenter";"2419";"789";"1630"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"1998";"3";"Høst";"P";"Personer uten studierett";"32";"0";"0"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2008";"1";"Vår";"S";"Studenter";"0";"0";"0"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2011";"3";"Høst";"P";"Personer uten studierett";"5";"0";"0"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2009";"1";"Vår";"S";"Studenter";"14";"0";"0"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2000";"3";"Høst";"P";"Personer uten studierett";"36";"13";"23"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2002";"1";"Vår";"S";"Studenter";"2321";"879";"1442"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2004";"3";"Høst";"P";"Personer uten studierett";"42";"16";"26"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2004";"1";"Vår";"S";"Studenter";"2367";"898";"1469"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"1997";"3";"Høst";"P";"Personer uten studierett";"35";"10";"25"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2010";"1";"Vår";"S";"Studenter";"0";"0";"0"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2007";"3";"Høst";"P";"Personer uten studierett";"5";"0";"0"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"1996";"1";"Vår";"S";"Studenter";"4894";"1542";"3352"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2001";"3";"Høst";"P";"Personer uten studierett";"27";"8";"19"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"1995";"1";"Vår";"S";"Studenter";"2406";"770";"1636"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2002";"1";"Vår";"P";"Personer uten studierett";"35";"11";"24"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2003";"1";"Vår";"S";"Studenter";"2434";"909";"1525"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2003";"1";"Vår";"P";"Personer uten studierett";"34";"10";"24"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2000";"1";"Vår";"S";"Studenter";"2415";"824";"1591"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2007";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2011";"1";"Vår";"S";"Studenter";"19";"15";"4"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2012";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"1997";"3";"Høst";"S";"Studenter";"2813";"905";"1908"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2009";"3";"Høst";"P";"Personer uten studierett";"6";"0";"0"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"1998";"3";"Høst";"S";"Studenter";"2782";"867";"1915"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"1996";"3";"Høst";"P";"Personer uten studierett";"34";"7";"27"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"1995";"3";"Høst";"S";"Studenter";"2743";"830";"1913"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2008";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2009";"3";"Høst";"S";"Studenter";"4";"0";"0"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"1999";"3";"Høst";"P";"Personer uten studierett";"32";"11";"21"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"1999";"3";"Høst";"S";"Studenter";"2786";"921";"1865"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2002";"3";"Høst";"P";"Personer uten studierett";"28";"9";"19"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2006";"3";"Høst";"S";"Studenter";"15";"0";"0"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2000";"1";"Vår";"P";"Personer uten studierett";"46";"18";"28"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2019";"3";"Høst";"S";"Studenter";"0";"0";"0"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"1997";"1";"Vår";"P";"Personer uten studierett";"34";"11";"23"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2010";"3";"Høst";"S";"Studenter";"0";"0";"0"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2004";"1";"Vår";"P";"Personer uten studierett";"25";"8";"17"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2005";"3";"Høst";"S";"Studenter";"9";"0";"0"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2011";"1";"Vår";"P";"Personer uten studierett";"5";"0";"0"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2000";"3";"Høst";"S";"Studenter";"2790";"957";"1833"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2001";"1";"Vår";"P";"Personer uten studierett";"31";"15";"16"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2007";"3";"Høst";"S";"Studenter";"0";"0";"0"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"1999";"1";"Vår";"P";"Personer uten studierett";"47";"17";"30"
